Category,Numerical,Description,Salary,Rating,Boolean
Category B,142,Sed do eiusmod tempor incididunt,57491,3,False 
Category A,137,Lorem ipsum dolor sit amet,50731,3,False 
Category B,808,Ut labore et dolore magna aliqua,84604,3,False 
Category A,77,Consectetur adipiscing elit,35014,3,False 
Category A,93,Sed do eiusmod tempor incididunt,116589,3,False 
Category A,834,Lorem ipsum dolor sit amet,66366,3,False 
Category A,126,Consectetur adipiscing elit,57925,3,False 
Category B,250,Lorem ipsum dolor sit amet,80578,3,False 
Category A,583,Lorem ipsum dolor sit amet,79099,3,False 
Category C,537,Consectetur adipiscing elit,109962,3,False 
Category C,723,Ut labore et dolore magna aliqua,102010,3,False 
Category A,114,Consectetur adipiscing elit,53633,3,False 
Category A,579,Ut labore et dolore magna aliqua,65254,3,False 
Category B,384,Lorem ipsum dolor sit amet,58430,3,False 
Category A,610,Consectetur adipiscing elit,105450,3,False 
Category C,725,Lorem ipsum dolor sit amet,111864,3,False 
Category C,859,Sed do eiusmod tempor incididunt,112154,3,False 
Category A,690,Consectetur adipiscing elit,55167,3,False 
Category B,288,Sed do eiusmod tempor incididunt,69938,3,False 
Category C,477,Sed do eiusmod tempor incididunt,115108,3,False 
Category C,800,Ut labore et dolore magna aliqua,45521,3,False 
Category C,673,Ut labore et dolore magna aliqua,35772,3,False 
Category A,619,Lorem ipsum dolor sit amet,38137,3,False 
Category A,42,Consectetur adipiscing elit,87446,3,False 
Category B,741,Ut labore et dolore magna aliqua,65861,3,False 
Category B,594,Lorem ipsum dolor sit amet,101627,3,False 
Category A,559,Ut labore et dolore magna aliqua,61764,3,False 
Category C,84,Ut labore et dolore magna aliqua,57598,3,False 
Category A,131,Ut labore et dolore magna aliqua,65298,3,False 
Category A,267,Sed do eiusmod tempor incididunt,33115,3,False 
Category B,849,Consectetur adipiscing elit,44354,3,False 
Category B,303,Sed do eiusmod tempor incididunt,53975,3,False 
Category C,319,Ut labore et dolore magna aliqua,85395,3,False 
Category A,377,Ut labore et dolore magna aliqua,67990,3,False 
Category B,711,Lorem ipsum dolor sit amet,37667,3,False 
Category C,836,Ut labore et dolore magna aliqua,74273,3,False 
Category C,374,Ut labore et dolore magna aliqua,56729,3,False 
Category B,513,Sed do eiusmod tempor incididunt,69749,3,False 
Category B,949,Sed do eiusmod tempor incididunt,102805,3,False 
Category C,254,Lorem ipsum dolor sit amet,60005,3,False 
Category A,720,Sed do eiusmod tempor incididunt,106917,3,False 
Category C,884,Sed do eiusmod tempor incididunt,60426,3,False 
Category B,90,Ut labore et dolore magna aliqua,90444,3,False 
Category A,865,Ut labore et dolore magna aliqua,59697,3,False 
Category A,249,Lorem ipsum dolor sit amet,105934,3,False 
Category C,657,Ut labore et dolore magna aliqua,99562,3,False 
Category C,547,Sed do eiusmod tempor incididunt,107649,3,False 
Category C,19,Ut labore et dolore magna aliqua,81116,3,False 
Category A,958,Lorem ipsum dolor sit amet,37898,3,False 
Category C,769,Lorem ipsum dolor sit amet,48638,3,False 
Category C,647,Consectetur adipiscing elit,69722,3,False 
Category B,95,Ut labore et dolore magna aliqua,98964,3,False 
Category C,921,Sed do eiusmod tempor incididunt,75060,3,False 
Category C,309,Lorem ipsum dolor sit amet,85825,3,False 
Category C,942,Ut labore et dolore magna aliqua,109251,3,False 
Category B,331,Ut labore et dolore magna aliqua,113733,3,False 
Category C,35,Lorem ipsum dolor sit amet,114989,3,False 
Category C,336,Sed do eiusmod tempor incididunt,117501,3,False 
Category C,832,Ut labore et dolore magna aliqua,51418,3,False 
Category B,767,Ut labore et dolore magna aliqua,70389,3,False 
Category C,488,Sed do eiusmod tempor incididunt,34161,3,False 
Category C,982,Consectetur adipiscing elit,113238,3,False 
Category C,207,Consectetur adipiscing elit,62698,3,False 
Category A,537,Sed do eiusmod tempor incididunt,33796,3,False 
Category B,3,Consectetur adipiscing elit,40595,3,False 
Category B,758,Sed do eiusmod tempor incididunt,49028,3,False 
Category C,583,Sed do eiusmod tempor incididunt,79776,3,False 
Category C,628,Consectetur adipiscing elit,112731,3,False 
Category A,644,Ut labore et dolore magna aliqua,63686,3,False 
Category A,612,Consectetur adipiscing elit,98914,3,False 
Category B,550,Consectetur adipiscing elit,93767,3,False 
Category B,673,Sed do eiusmod tempor incididunt,58869,3,False 
Category C,171,Ut labore et dolore magna aliqua,92576,3,False 
Category A,848,Consectetur adipiscing elit,66955,3,False 
Category C,902,Sed do eiusmod tempor incididunt,47954,3,False 
Category A,624,Sed do eiusmod tempor incididunt,116664,3,False 
Category B,299,Sed do eiusmod tempor incididunt,112874,3,False 
Category A,886,Ut labore et dolore magna aliqua,98129,3,False 
Category A,501,Consectetur adipiscing elit,116767,3,False 
Category B,673,Lorem ipsum dolor sit amet,111173,3,False 
Category C,465,Lorem ipsum dolor sit amet,94125,3,False 
Category A,33,Consectetur adipiscing elit,37517,3,False 
Category A,697,Sed do eiusmod tempor incididunt,64002,3,False 
Category A,242,Ut labore et dolore magna aliqua,69047,3,False 
Category A,227,Sed do eiusmod tempor incididunt,60175,3,False 
Category C,499,Consectetur adipiscing elit,104186,3,False 
Category C,491,Consectetur adipiscing elit,72624,3,False 
Category A,769,Sed do eiusmod tempor incididunt,73676,3,False 
Category A,636,Sed do eiusmod tempor incididunt,53593,3,False 
Category A,39,Lorem ipsum dolor sit amet,33247,3,False 
Category B,631,Lorem ipsum dolor sit amet,42115,3,False 
Category A,426,Sed do eiusmod tempor incididunt,73585,3,False 
Category A,605,Sed do eiusmod tempor incididunt,33092,3,False 
Category A,104,Sed do eiusmod tempor incididunt,101740,3,False 
Category B,846,Consectetur adipiscing elit,45138,3,False 
Category B,734,Sed do eiusmod tempor incididunt,64422,3,False 
Category C,936,Lorem ipsum dolor sit amet,54168,3,False 
Category B,528,Sed do eiusmod tempor incididunt,47323,3,False 
Category C,175,Ut labore et dolore magna aliqua,79547,3,False 
Category A,817,Ut labore et dolore magna aliqua,44077,3,False 
Category B,843,Ut labore et dolore magna aliqua,69534,3,False 
Category C,333,Ut labore et dolore magna aliqua,35939,3,False 
Category B,495,Sed do eiusmod tempor incididunt,73626,3,False 
Category C,628,Sed do eiusmod tempor incididunt,117537,3,False 
Category A,61,Consectetur adipiscing elit,98550,3,False 
Category C,735,Consectetur adipiscing elit,65848,3,False 
Category B,519,Ut labore et dolore magna aliqua,112361,3,False 
Category A,652,Consectetur adipiscing elit,100126,3,False 
Category C,148,Ut labore et dolore magna aliqua,67317,3,False 
Category B,689,Sed do eiusmod tempor incididunt,115430,3,False 
Category A,954,Ut labore et dolore magna aliqua,39893,3,False 
Category C,616,Lorem ipsum dolor sit amet,62868,3,False 
Category B,17,Sed do eiusmod tempor incididunt,81004,3,False 
Category C,37,Sed do eiusmod tempor incididunt,81891,3,False 
Category A,770,Ut labore et dolore magna aliqua,74317,3,False 
Category C,532,Lorem ipsum dolor sit amet,46504,3,False 
Category A,467,Sed do eiusmod tempor incididunt,33879,3,False 
Category C,24,Ut labore et dolore magna aliqua,62855,3,False 
Category C,208,Ut labore et dolore magna aliqua,66864,3,False 
Category B,660,Ut labore et dolore magna aliqua,101599,3,False 
Category A,245,Ut labore et dolore magna aliqua,113642,3,False 
Category A,34,Sed do eiusmod tempor incididunt,84194,3,False 
Category C,339,Lorem ipsum dolor sit amet,108332,3,False 
Category A,438,Sed do eiusmod tempor incididunt,105576,3,False 
Category B,163,Sed do eiusmod tempor incididunt,69412,3,False 
Category C,313,Consectetur adipiscing elit,69638,3,False 
Category A,573,Sed do eiusmod tempor incididunt,89345,3,False 
Category B,261,Ut labore et dolore magna aliqua,105749,3,False 
Category A,950,Lorem ipsum dolor sit amet,96897,3,False 
Category C,60,Lorem ipsum dolor sit amet,53753,3,False 
Category B,778,Consectetur adipiscing elit,97691,3,False 
Category B,178,Consectetur adipiscing elit,61503,3,False 
Category B,233,Ut labore et dolore magna aliqua,107375,3,False 
Category C,906,Consectetur adipiscing elit,71566,3,False 
Category A,244,Sed do eiusmod tempor incididunt,40374,3,False 
Category C,508,Sed do eiusmod tempor incididunt,37835,3,False 
Category A,243,Lorem ipsum dolor sit amet,41454,3,False 
Category A,113,Sed do eiusmod tempor incididunt,77676,3,False 
Category C,771,Ut labore et dolore magna aliqua,63719,3,False 
Category A,908,Sed do eiusmod tempor incididunt,106481,3,False 
Category C,154,Sed do eiusmod tempor incididunt,53848,3,False 
Category B,489,Sed do eiusmod tempor incididunt,52852,3,False 
Category C,153,Consectetur adipiscing elit,71050,3,False 
Category A,485,Sed do eiusmod tempor incididunt,53255,3,False 
Category A,465,Consectetur adipiscing elit,62693,3,False 
Category A,829,Consectetur adipiscing elit,79068,3,False 
Category A,569,Ut labore et dolore magna aliqua,108424,3,False 
Category C,810,Sed do eiusmod tempor incididunt,34458,3,False 
Category A,563,Ut labore et dolore magna aliqua,58335,3,False 
Category B,265,Consectetur adipiscing elit,90996,3,False 
Category A,868,Lorem ipsum dolor sit amet,40196,3,False 
Category B,743,Sed do eiusmod tempor incididunt,38152,3,False 
Category A,171,Sed do eiusmod tempor incididunt,92723,3,False 
Category A,589,Lorem ipsum dolor sit amet,88497,3,False 
Category B,386,Lorem ipsum dolor sit amet,114499,3,False 
Category C,379,Consectetur adipiscing elit,37869,3,False 
Category A,613,Consectetur adipiscing elit,67151,3,False 
Category C,491,Lorem ipsum dolor sit amet,91371,3,False 
Category C,166,Ut labore et dolore magna aliqua,84415,3,False 
Category C,902,Lorem ipsum dolor sit amet,73361,3,False 
Category A,57,Ut labore et dolore magna aliqua,98587,3,False 
Category C,185,Sed do eiusmod tempor incididunt,68888,3,False 
Category A,708,Ut labore et dolore magna aliqua,57363,3,False 
Category A,606,Lorem ipsum dolor sit amet,57720,3,False 
Category A,981,Consectetur adipiscing elit,100684,3,False 
Category B,267,Lorem ipsum dolor sit amet,87980,3,False 
Category B,898,Sed do eiusmod tempor incididunt,39379,3,False 
Category C,568,Ut labore et dolore magna aliqua,30781,3,False 
Category B,482,Ut labore et dolore magna aliqua,45706,3,False 
Category B,308,Sed do eiusmod tempor incididunt,78666,3,False 
Category B,86,Sed do eiusmod tempor incididunt,62540,3,False 
Category B,988,Ut labore et dolore magna aliqua,108598,3,False 
Category A,986,Ut labore et dolore magna aliqua,63362,3,False 
Category B,555,Sed do eiusmod tempor incididunt,69473,3,False 
Category C,913,Consectetur adipiscing elit,56407,3,False 
Category A,44,Sed do eiusmod tempor incididunt,31845,3,False 
Category A,807,Consectetur adipiscing elit,54809,3,False 
Category C,173,Lorem ipsum dolor sit amet,49884,3,False 
Category B,42,Consectetur adipiscing elit,39215,3,False 
Category C,316,Ut labore et dolore magna aliqua,43480,3,False 
Category B,354,Ut labore et dolore magna aliqua,34159,3,False 
Category C,682,Consectetur adipiscing elit,118219,3,False 
Category C,320,Sed do eiusmod tempor incididunt,111437,3,False 
Category A,900,Sed do eiusmod tempor incididunt,114952,3,False 
Category A,777,Consectetur adipiscing elit,102725,3,False 
Category C,717,Ut labore et dolore magna aliqua,61797,3,False 
Category A,232,Consectetur adipiscing elit,97583,3,False 
Category C,573,Consectetur adipiscing elit,75800,3,False 
Category C,845,Lorem ipsum dolor sit amet,107542,3,False 
Category B,723,Consectetur adipiscing elit,69680,3,False 
Category C,280,Lorem ipsum dolor sit amet,119144,3,False 
Category B,272,Consectetur adipiscing elit,50332,3,False 
Category C,409,Lorem ipsum dolor sit amet,105456,3,False 
Category B,80,Ut labore et dolore magna aliqua,93536,3,False 
Category B,113,Lorem ipsum dolor sit amet,93076,3,False 
Category A,233,Consectetur adipiscing elit,39702,3,False 
Category B,689,Sed do eiusmod tempor incididunt,103146,3,False 
Category A,917,Consectetur adipiscing elit,96472,3,False 
Category C,467,Sed do eiusmod tempor incididunt,42675,3,False 
Category B,21,Lorem ipsum dolor sit amet,79476,3,False 
Category B,626,Consectetur adipiscing elit,59776,3,False 
Category A,79,Ut labore et dolore magna aliqua,112301,3,False 
Category B,590,Lorem ipsum dolor sit amet,82850,3,False 
Category C,609,Ut labore et dolore magna aliqua,84851,3,False 
Category C,742,Consectetur adipiscing elit,50219,3,False 
Category B,675,Sed do eiusmod tempor incididunt,94144,3,False 
Category C,421,Ut labore et dolore magna aliqua,73798,3,False 
Category C,901,Ut labore et dolore magna aliqua,66487,3,False 
Category C,586,Lorem ipsum dolor sit amet,87719,3,False 
Category A,451,Sed do eiusmod tempor incididunt,115470,3,False 
Category C,899,Lorem ipsum dolor sit amet,48011,3,False 
Category C,165,Consectetur adipiscing elit,59368,3,False 
Category C,33,Sed do eiusmod tempor incididunt,82211,3,False 
Category A,680,Ut labore et dolore magna aliqua,77202,3,False 
Category C,177,Consectetur adipiscing elit,80820,3,False 
Category A,670,Lorem ipsum dolor sit amet,43079,3,False 
Category C,182,Sed do eiusmod tempor incididunt,58445,3,False 
Category B,18,Ut labore et dolore magna aliqua,50122,3,False 
Category C,921,Lorem ipsum dolor sit amet,82817,3,False 
Category A,282,Lorem ipsum dolor sit amet,70433,3,False 
Category A,354,Ut labore et dolore magna aliqua,88683,3,False 
Category B,399,Sed do eiusmod tempor incididunt,96080,3,False 
Category A,917,Consectetur adipiscing elit,67360,3,False 
Category B,779,Consectetur adipiscing elit,60244,3,False 
Category B,297,Consectetur adipiscing elit,75700,3,False 
Category C,127,Ut labore et dolore magna aliqua,80020,3,False 
Category C,677,Sed do eiusmod tempor incididunt,101076,3,False 
Category A,525,Ut labore et dolore magna aliqua,55306,3,False 
Category B,792,Ut labore et dolore magna aliqua,97765,3,False 
Category B,577,Lorem ipsum dolor sit amet,88032,3,False 
Category C,863,Sed do eiusmod tempor incididunt,30102,3,False 
Category B,952,Consectetur adipiscing elit,100327,3,False 
Category B,197,Ut labore et dolore magna aliqua,88987,3,False 
Category A,772,Lorem ipsum dolor sit amet,93996,3,False 
Category B,448,Consectetur adipiscing elit,91138,3,False 
Category A,405,Ut labore et dolore magna aliqua,40181,3,False 
Category C,666,Consectetur adipiscing elit,93838,3,False 
Category A,630,Consectetur adipiscing elit,51830,3,False 
Category A,375,Sed do eiusmod tempor incididunt,57421,3,False 
Category B,603,Consectetur adipiscing elit,82142,3,False 
Category A,923,Ut labore et dolore magna aliqua,51072,3,False 
Category C,192,Ut labore et dolore magna aliqua,60110,3,False 
Category B,18,Lorem ipsum dolor sit amet,45887,3,False 
Category C,676,Lorem ipsum dolor sit amet,112870,3,False 
Category C,808,Sed do eiusmod tempor incididunt,59522,3,False 
Category A,572,Ut labore et dolore magna aliqua,83451,3,False 
Category A,595,Consectetur adipiscing elit,32494,3,False 
Category B,194,Ut labore et dolore magna aliqua,104900,3,False 
Category A,598,Ut labore et dolore magna aliqua,99704,3,False 
Category C,584,Ut labore et dolore magna aliqua,102361,3,False 
Category A,438,Lorem ipsum dolor sit amet,37836,3,False 
Category C,577,Lorem ipsum dolor sit amet,83824,3,False 
Category B,552,Sed do eiusmod tempor incididunt,98218,3,False 
Category A,624,Ut labore et dolore magna aliqua,87402,3,False 
Category A,943,Lorem ipsum dolor sit amet,34461,3,False 
Category C,323,Lorem ipsum dolor sit amet,98056,3,False 
Category C,630,Ut labore et dolore magna aliqua,61534,3,False 
Category B,408,Lorem ipsum dolor sit amet,72413,3,False 
Category A,631,Ut labore et dolore magna aliqua,114792,3,False 
Category A,705,Lorem ipsum dolor sit amet,42446,3,False 
Category C,643,Consectetur adipiscing elit,92043,3,False 
Category B,60,Sed do eiusmod tempor incididunt,95721,3,False 
Category A,551,Ut labore et dolore magna aliqua,72590,3,False 
Category C,445,Ut labore et dolore magna aliqua,102330,3,False 
Category B,84,Ut labore et dolore magna aliqua,78912,3,False 
Category C,851,Sed do eiusmod tempor incididunt,115201,3,False 
Category B,578,Ut labore et dolore magna aliqua,69193,3,False 
Category C,990,Consectetur adipiscing elit,54941,3,False 
Category A,619,Ut labore et dolore magna aliqua,67631,3,False 
Category C,18,Ut labore et dolore magna aliqua,37519,3,False 
Category B,865,Sed do eiusmod tempor incididunt,92529,3,False 
